Sýra;Fransýzca Kelime;Ýsveççe Anlamý;Türkçe Anlamý
1377;un mythe;en myt;
1377;mythique;"sago-; mytisk";
1377;une mythologie;en mytologi;
1378;une alternative;ett alternativ;
1378;alternatif;alternativ;
1378;une alternance;ett alternerande;
1378;alterner;alternera;
1378;alternativement;alternativt;
1379;soulager;lätta;
1379;un soulagement;en lättnad;
1380;un scrutin;en omröstning;
1380;scruter;"rannsaka; utforska";
1381;bouleverser;"röra upp; skaka om";
1381;un bouleversement;en förändring;
1381;bouleversant;omvälvande;
1382;vaincre;besegra, vinna;
1382;un, une vainqueur;en vinnare;
1382;invincible;oövervinnerlig;
1383;une pétition;en namninsamling;
1384;une aile;en vinge;
1385;un rayon;"en stråle; en radie";
1385;un rayonnement;en strålning;
1385;rayonner;stråla;
1385;rayonnant;strålande;
1386;une lèvre;en läpp;
1387;promener;"gå ut och gå med; ta med på promenad";
1388;un boulot;ett jobb;
1389;une colonne;en pelare;
1390;arranger;ordna;
1390;un arrangement;ett arrangemang;
1391;danser;dansa;
1391;une danse;en dans;
1391;un danseur;en dansare;
1392;un charbon;ett kol;
1393;une colline;en kulle;
1394;une transaction;en transaktion;
1395;un calendrier;"en almanacka; en kalender";
1396;un repas;en måltid;
1397;un cul;en bak, en rumpa;
1398;un paradis;ett paradis;
1399;une démonstration;en demonstration;
1400;une infraction;"ett brott; en överträdelse";
1401;proclamer;deklarera;
1401;une proclamation;en deklaration;
1402;un genou;ett knä;
1402;agenouiller;knäböja;
1403;un péril;en fara;
1403;périlleux;farlig;
1404;vain;meningslös;
1404;vainement;meningslöst;
1405;coller;"klistra; limma";
1405;une colle;ett lim, ett klister;
1406;un monopole;ett monopol;
1406;monopolistique;monopol-;
1407;un incendie;en eldsvåda;
1407;incendier;antända;
1407;incendiaire;brand-, brandfarlig;
1408;une proximité;en närhet;
1409;un hélicoptère;en helikopter;
1410;une bouteille;en flaska;
1411;une entité;"ett väsen; en enhet";
1412;souffler;blåsa;
1412;un souffle;en andning;
1412;un soufflé;en sufflé;
1412;soufflé;"paff; häpen";
1412;essouffler;göra andfådd;
1413;un pourcentage;en procent(sats);
1414;enfoncer;"slå i; slå in";
1415;clandestin;hemlig;
1416;à l'encontre de;mot;
1417;deviner;"gissa; ana";
1418;baiser;"kyssa; knulla";
1418;un baiser;en kyss;
1419;user;slita;
1419;usé;(ut)sliten;
1420;un enfer;ett helvete;
1420;infernal;helvetisk;
1421;un abonné;prenumerant;
1421;un abonnement;"ett abonnemang; en prenumeration";
1421;abonner;prenumerera;
1422;une objection;"en invändning; en motsägelse";
1422;objecter;säga emot;
1423;une vocation;ett kall;
1424;un édifice;en byggnad;
1424;édifier;"bygga; uppföra";
1424;une édification;"ett byggande; ett uppförande";
1424;édifiant;uppbygglig;
1425;une facture;en faktura;
1425;facturer;fakturera;
1426;un luxe;en lyx;
1427;un bar;en bar;
1427;un barman;en bartender;
1428;une gueule;en käft;
1428;gueuler;"skrika; vråla";
1428;engueuler;skälla ut;
1429;une sympathie;en sympati;
1429;sympathique;sympatisk;
1429;un, une sympathisant;en sympatisör;
1430;dispenser;"bespara; befria";
1431;un copain;en kompis;
1432;absorber;"absorbera; ta upp";
1433;dévoiler;avslöja;
1433;un voile, une voile;"en slöja (m); ett segel (f)";
1433;voiler;dölja;
1434;freiner;bromsa;
1434;un frein;en broms;
1435;rattraper;"hinna ifatt; ta igen";
1435;attraper;"fånga; ådra sig";
1435;un rattrapage;en upphämtning;
1436;régir;styra;
1436;une régie;"ett statsföretag; en filmledning";
1437;un bassin;"en skål; en bassäng";
1438;éteindre;"släcka; slå av";
1438;une extinction;en släckning;
1439;une rage;en ilska;
1439;enrager;"vara rasande; rasa";
1440;respirer;andas;
1440;une respiration;en andning;
1440;respiratoire;andnings-;
1441;un lot;"en lott, en andel; ett (varu)parti";
1441;une loterie;ett lotteri;
1442;un détriment;en nackdel;
1443;unanime;"samstämmig; enhällig";
1443;une unanimité;en enhällighet;
1443;unanimement;enhälligt;
1444;agiter;"skaka om; göra upprörd";
1444;une agitation;en uppståndelse;
1445;un, une nazi;nazist;
1445;nazi;nazistisk;
1445;le nazisme;nazism;
1446;un col;en krage;
1446;un cou;"en hals; en nacke";
1446;un collier;ett halsband;
1447;stimuler;stimulera;
1447;stimulant;stimulerande;
1447;une stimulation;en stimulering;
1448;un, une ancêtre;"en stamfader; en föregångare";
1448;ancestral;fäderne-;
1449;déborder;svämma över;
1449;un débordement;en översvämning;
1450;une pollution;en förorening;
1450;polluer;förorena;
1450;polluant;miljöfarlig;
1450;un polluant;ett miljögift;
1451;islamique;islamisk;
1451;un, une islamiste;en islamist;
1451;islamiste;islamistisk;
1451;l'islam;islam;
1451;l'islamisme;islamism;
1452;une caméra;en videokamera;
1453;dissimuler;dölja;
1454;une ère;en era;
1455;ethnique;etnisk;
1455;une ethnie;en etnisk grupp;
1456;une annexe;en bilaga, (ett) annex;
1456;annexe;sido-;
1456;annexer;"annektera; bifoga";
1457;un interlocuteur;en samtalspartner;
1458;souple;"smidig; böjlig; mjuk";
1458;une souplesse;en mjukhet, en flexibilitet;
1458;un assouplissement;en uppmjukning;
1458;assouplir;"göra mjuk; göra smidig";
1459;une rémunération;"en belöning; en ersättning";
1459;rémunérer;ersätta;
1460;hostile;fientlig;
1460;une hostilité;ett fiendskap;
1461;imprimer;skriva ut;
1461;imprimé;tryckt;
1461;un imprimé;en trycksak;
1461;une imprimerie;ett tryckeri;
1461;un téléimprimeur;en teleprinter;
1462;aveugle;blind;
1462;aveugler;"göra blind; blända";
1462;un aveuglement;en blindhet;
1462;aveuglément;"blint; i blindo";
1463;un trésor;en skatt;
1463;une trésorerie;"en kassaförvaltning; en kassa";
1464;une séquence;en sekvens;
1465;embrasser;"krama; kyssa";
1466;prématuré;för tidig, förhastad;
1466;prématurément;för tidigt, förhastat;
1467;adhérer;stödja;
1467;un adhérent;en anhängare;
1468;pourvoir;förse;
1469;un légume;"en grönsak; en höjdare (om person)";
1470;émaner;komma från;
1471;un lac;en sjö;
1472;une enveloppe;"ett kuvert; ett omslag";
1472;envelopper;svepa in;
1473;effondrer;kollapsa;
1473;un effondrement;en kollaps;
1474;anonyme;anonym;
1475;additionnel;ytterligare;
1475;une addition;"en tillsats; en addition; en nota";
1475;additionner;"tillsätta; addera";
1476;un consensus;ett konsensus;
1476;consensuel;samförstånds-;
1477;un chat;en katt;
1478;une mademoiselle;en fröken;
1479;un ventre;en mage;
1480;une bière;ett (en) öl;
1481;passif;"overksam; passiv";
1482;subsister;förbli;
1482;une subsistance;ett uppehälle;
1483;carré;kvadratisk;
1483;un carré;en kvadrat;
1483;carrément;"rent ut; absolut";
1483;un carreau;en fyrkant;
1484;un pôle;en pol;
1484;une polarité;en polaritet;
1484;polaire;pol-, polär;
1484;une polarisation;en polarisering;
1485;allumer;"tända; slå på";
1485;une allumette;en tändsticka;
1486;disperser;"sprida (ut); skingra";
1486;une dispersion;en spridning;
1487;déchirer;riva sönder;
1487;un déchirement;"en sönderrivning; en hjärtesorg";
1487;déchirant;hjärtslitande;
1488;un mépris;ett förakt;
1488;mépriser;förakta;
1488;méprisant;föraktfull;
1489;un échantillon;"ett [varu]prov; ett urval";
1490;un fichier;en fil (data, dokument);
1490;ficher;"registrera; s'en ficher=strunta i";
1490;une fiche;ett formulär, en blankett;
1490;fichu;"hemsk; förlorad; körd";
1491;une conquête;en erövring;
1491;conquérir;erövra;
1491;un conquérant;en erövrare;
1491;reconquérir;återerövra;
1492;sincère;"ärlig; uppriktig";
1492;sincèrement;uppriktigt;
1492;une sincérité;en uppriktighet;
1493;une optique;"optik; synsätt";
1493;optique;"optisk; syn-";
1494;méchant;elak;
1494;une méchanceté;en elakhet;
1495;une interview;en intervju;
1495;interviewer;intervjua;
1496;une humeur;ett humör;
1497;plier;vika;
1497;replier;vika ihop;
1497;un repli;en tillbakagång;
1497;un pli;ett veck;
1497;déplier;veckla ut;
1498;homologue;"likvärdig; motsvarig";
1498;un, une homologue;en motsvarighet;
1498;homologuer;godkänna;
1499;olympique;olympisk;
1500;une gloire;en berömmelse;
1501;propice;"gynnsam; passande";
1502;un chèque;en check;
1503;explorer;undersöka;
1503;une exploration;en undersökning;
1503;explorateur;undersökande;
1503;un explorateur;en upptäcktsresande;
1504;nu;naken;
1504;la nudité;nakenhet;
1505;une poignée;"en handfull; ett handtag; en näve";
1505;un poing;en knytnäve;
1505;un poignet;en handled;
1505;empoigner;gripa;
1506;une divergence;en avvikelse;
1506;divergent;avvikande;
1506;diverger;avvika;
1507;étouffer;kväva;
1508;un approvisionnement;"ett lager; en anskaffning";
1508;une provision;ett lager;
1508;approvisionner;skaffa proviant, livsmedel;
1509;consécutif;följande;
1510;un nuage;ett moln;
1511;une réplique;en replik;
1511;répliquer;svara;
1512;acquitter;frikänna, betala av;
1512;un acquittement;ett frikännande;
1513;un intervalle;ett intervall;
1514;un métro;en metro;
1514;un métropole;en metropol;
1514;métropolitain;"huvudstads-; storstads-";
1515;une coutume;en vana;
1515;coutumier;rutinmässig;
1515;accoutumer;vänja;
1516;fatiguer;"tröttna; trötta ut";
1516;une fatigue;en trötthet;
1516;fatigué;trött;
1517;une panique;en panik;
1517;paniquer;gripas av panik;
1518;un bulletin;"en rapport; ett betyg";
1519;une flotte;en flotta;
1519;un flot;"ett flöde; en flod";
1519;flotter;flyta;
1519;flottant;flytande;
1520;une poussière;ett damm;
1520;poussiéreux;dammig;
1521;un épisode;en episod;
1522;une antenne;en antenn;
1523;un tarif;en prisnivå;
1523;tarifaire;tariff-;
1524;une devise;"en devis; ett motto";
1525;un décret;ett dekret;
1525;décréter;"besluta; förordna";
1526;une queue;"en kö; en svans;";
1527;applaudir;applådera;
1528;un sucre;ett socker;
1528;sucrer;sockra;
1529;la chair;"kött; hull";
1530;un sable;en sand;
1531;une corruption;en korruption;
1531;corrompre;korrumpera;
1532;le blé;vete;
1533;un chaos;ett kaos;
1533;chaotique;kaotisk;
1534;obéir;lyda;
1534;une obéissance;en lydnad;
1534;désobéir;vara olydig;
1535;un fusil;ett gevär;
1535;une fusillade;en skjutning;
1535;fusiller;skjuta;
1536;taper;"slå; skriva (på tangentbord)";
1536;une tape;ett slag;
1536;tapoter;"klappa lätt; klinka";
1537;cohérent;koherent, sammanhängande;
1537;une cohésion;"sammanhållning; en logisk sammansättning";
1537;une cohérence;en koherens;
1537;une incohérence;"en inkoherens; en brist på sammanhang";
1537;incohérent;"inkoherents; osammanhängande";
1538;une odeur;en lukt;
1539;une aspiration;"en inandning; en önskan; en ambition";
1539;aspirer;"andas in; sträva efter";
1540;préconiser;förespråka;
1541;vanter;lovorda;
1542;un chantier;"en arbetsplats; ett bygge";
1543;un ennui;"ett bekymmer; en tråkighet";
1543;ennuyer;"tråka ut; bekymra";
1543;ennuyeux;tråkig;
1544;un pompier;en brandman;
1544;une pompe;en pump;
1544;pomper;pumpa;
1545;convertir;konvertera;
1545;une conversion;en omvandling;
1545;une reconversion;en omskolning;
1546;un pouce;en tumme;
1547;atténuer;minska;
1548;équitable;rättvis;
1548;une équité;"en rättvisa; en skälighet";
1548;équitablement;jämlikt;
1549;un, une flic;en snut;
1550;un schéma;en ritning,en översikt, ett mönster;
1551;un acier;ett stål;
1552;un conjoint;en partner;
1552;conjoindre;förena, sammanfoga;
1553;assortir;matcha;
1554;une star;en stjärna (känd person);
1555;un grain;ett korn;
1555;une graine;ett frö;
1556;un diplôme;"ett diplom; ett examensbevis";
1556;un diplômé;"en person med högskoleexamen; en akademiker";
1556;diplômé;"utbildad; utexaminerad";
1556;diplômer;utexaminera;
1557;un miroir;en spegel;
1558;une proie;ett byte;
1558;une récession;en tillbakagång;
1559;un otage;en gisslan;
1560;moquer;se moquer de=skoja med;
1561;une grille;"ett galler; ett staket; en tablå";
1561;griller;"grilla; rosta";
1562;primitif;primitiv;
1563;une lune;en måne;
1563;lunaire;mån-;
1564;pertinent;relevant;
1564;une pertinence;en relevans;
1564;pertinemment;relevant;
1565;un monstre;ett monster;
1565;monstrueux;monstruös;
1566;un quai;"en perrong; en kaj";
1567;une légende;"en teckenförklaring; en legend";
1567;légendaire;legendarisk;
1568;cruel;grym;
1568;une cruauté;en grymhet;
1568;cruellement;grymt;
1569;redouter;frukta;
1569;redoutable;fruktansvärd;
1570;une médaille;en medalj;
1570;médailler;ge medalj;
1571;un, une célibataire;en ogift man, en ogift kvinna;
1571;célibataire;ensamstående;
1572;un atelier;"en verkstad; en ateljé";
1573;un empire;"ett kejsardöme; ett imperium";
1573;un empereur;en kejsare;
1573;impérial;kejserlig;
1574;ramasser;samla ihop;
1574;amasser;"hopa; samla";
1575;une comédie;en komedi;
1575;un comédien;en skådespelare;
1575;comique;komisk;
1576;une propagande;en propaganda;
1576;une propagation;en spridning;
1576;propager;sprida;
1577;une colonie;en koloni;
1577;colonial;kolonial;
1577;une colonisation;en kolonisering;
1577;le colonisalisme;kolonialism;
1577;coloniser;kolonisera;
1578;recruter;rekrytera;
1578;un recrutement;en rekrytering;
1578;un recruteur;en rekryterare;
1578;un recrue;en rekryt;
1579;un virus;ett virus;
1579;virulent;smittsam;
1579;viral;"virus-; viral";
1580;délibérer;"avhandla; överlägga; diskutera";
1580;délibérément;"överlagt; planerat; avsiktligt";
1580;une délibération;en förhandling;
1581;un tunnel;en tunnel;
1582;un cousin;en kusin;
1583;puiser;"ösa; hämta";
1583;un puits;en brunn;
1584;géographique;geografisk;
1584;une géographie;en geografi;
1585;un sommeil;en sömn;
1586;une balance;"en våg; en jämvikt";
1586;balancer;gunga;
1586;contrebalancer;"uppväga; motväga";
1587;une dépression;"en sänkning; en depression; ett lågtryck";
1587;déprimer;göra deprimerad;
1588;stupide;dum;
1589;interpeller;"ropa på; tilltala";
1589;une interpellation;en utfrågning;
1590;un pavillon;ett hus;
1591;un pape;en påve;
1592;préliminaire;preliminär;
1593;une sensation;en känsla, en sensation;
1594;une angoisse;en ångest;
1594;angoisser;fylla med ångest;
1595;une chaise;en stol;
1596;une clause;en klausul;
1597;une répression;ett undertryckande, en bortträngning;
1597;réprimer;hålla tillbaka;
1597;répressif;repressiv;
1598;une tombe;en grav;
1599;dériver;avvika;
1599;une dérive;en avvikelse;
1599;un dérivé;en avledning;
1600;évacuer;evakuera;
1600;une évacuation;en evakuering;
1601;fouiller;genomsöka;
1601;une fouille;"en utgrävning; en genomsökning; en kroppsvisitering";
1602;éternel;oändlig;
1602;éternellement;oändligt;
1603;intime;"förtrolig; intim";
1603;une intimité;en intimitet;
1603;intimement;intimt;
1604;cerner;ringa in;
1605;un, une manche;"ett skaft; en ärm";
1605;une manchette;en manschett;
1606;les mathématiques;matematik;
1606;mathématique;matematisk;
1606;un mathématicien;en matematiker;
1606;les maths;matte;
1607;un gamin;en unge;
1608;induire;dra slutsats;
1609;un temple;ett tempel, en kyrka;
1610;un arbitrage;ett domarskap;
1610;un, une arbitre;en domare (i sport);
1610;arbitrer;döma;
1611;boucler;locka sig, avsluta;
1611;une boucle;en lock, en ögla;
1612;un évêque;en biskop;
1613;superbe;"enastående; superb";
1614;gonfler;blåsa upp;
1614;dégonfler;släppa ut luft;
1614;un gonflement;en uppblåsning;
1615;un missile;en missil;
1615;un antimissile;en antimissil;
1616;un veuf;en änkling;
1617;comparaître;inställa sig;
1618;une trame;"en struktur; en stomme";
1618;tramer;"väva; koka ihop";
1619;un bain;ett bad;
1619;baigner;bada;
1619;une baignoire;ett badkar;
1620;une hâte;en brådska;
1620;hâter;skynda;
1621;un format;ett format;
1622;une hiérarchie;en hierarki;
1622;hiérarchique;hierarkisk;
1623;une mutation;en förändring;
1623;mutant;muterad;
1623;muter;"mutera; omplacera; förflytta";
1624;imminent;"överhängande; mycket nära förestående";
1625;un, une esclave;en slav;
1625;esclave;slav-;
1625;un esclavage;ett slaveri;
1626;menu;spenslig, smal;
1626;menu;smått, fint;
1626;un menu;en meny;
1627;une guise;"ett sätt; en skepnad";
1628;vulnérable;sårbar;
1628;une vulnérabilité;en sårbarhet;
1629;un élan;"en ansats; en hänförelse; en älg";
1629;élancer;"ila; smärta till";
1630;manipuler;manipulera;
1630;une manipulation;en manipulering;
1631;noble;"adlig; ädel";
1631;un, une noble;"en adelsman; en adelsdam";
1631;une noblesse;en adel;
1632;hebdomadaire;vecko-;
1633;un faisceau;ett knippe;
1634;un dégât;en skada;
1635;un pilier;en pelare;
1636;un, une complice;en medbrottsling;
1636;complice;medbrottslig;
1636;une complicité;en medbrottslighet;
1637;une toile;"en duk; en väv";
1638;laver;tvätta;
1639;une empreinte;ett avtryck;
1639;empreindre;bli märkt av;
1640;une faillite;en konkurs;
1640;faillir;vara nära att;
1640;infaillible;ofelbar;
1641;un passeport;ett pass;
1642;un château;ett slott;
1643;un forum;ett forum;
1644;un artisan;en hantverkare;
1644;artisanal;hantverks-;
1644;un artisanat;ett hantverk;
1645;coter;förse med löpnummer, notera;
1645;une cote;en kurs;
1645;une cotation;en (börs)notering, en kurssättning;
1646;un thé;en, ett té;
1647;une liquide;en vätska;
1647;liquide;flytande;
1647;liquider;"rea ut; sälja ut; betala av";
1647;une liquidité;en likviditet;
1647;une liquidation;"en utförsäljning; en avveckling";
1648;une gamme;"en skala; ett sortiment";
1649;adéquat;passande;
1649;inadéquat;opassande;
1649;adéquatement;lämpligt;
1650;geler;frysa;
1650;un gel;en frost, en is;
1651;défiler;defilera;
1651;un défilé;"ett bergspass; en parad";
1652;magique;magisk;
1652;une magie;en magi;
1652;un magicien;en trollkarl;
1653;un cap;en udde;
1654;raide;"styv; brant";
1654;raidir;"göra styv; spänna";
1655;maigre;mager;
1656;un deuil;en sorg;
1657;énoncer;yttra, uttrycka;
1657;un énoncé;"en utsaga; ett yttrande";
1658;latéral;lateral;
1658;bilatéral;bilateral;
1658;unilatéral;ensidig;
1658;unilatéralement;ensidigt;
1659;cynique;cynisk;
1659;un cynisme;en cynism;
1660;un colonel;en överste;
1661;un nœud;en knut;
1661;nouer;knyta;
1661;renouer;"åter knyta; återuppta";
1662;un bâton;"en käpp, en stav; en pinne";
1663;idiot;idiotisk;
1663;un idiot;en idiot;
1664;une querelle;ett bråk;
1665;déceler;detektera, upptäcka;
1666;une herbe;ett gräs;
1667;acharner;attackera, gå hårt åt;
1667;un acharnement;"ett ursinne; en envishet";
1668;un bagage;ett bagage;
1669;singulier;"udda, konstig; singularis";
1669;une singularité;en egenhet;
1669;singulièrement;konstigt;
1670;mince;smal;
1670;mince;tusan!;
1671;assimiler;"likställa med; ta upp; tillgodogöra sig";
1671;une assimilation;en anpassning;
1672;une plume;en fjäder;
1672;plumer;plocka;
1673;incarner;förkroppsliga;
1673;une incarnation;ett förkroppsligande;
1674;habiller;klä;
1674;un habillement;kläder;
1674;déshabiller;klä av;
1674;habillé;klädd;
1675;un trajet;en resa, en sträcka;
1675;une trajectoire;en bana;
1676;sinistre;hemsk;
1676;sinistré;olycksdrabbad;
1676;un, une sinistré;en olycksdrabbad person, ett offer;
1677;un tournoi;en turnering;
1678;un cimetière;en kyrkogård;
1679;une douane;en tull;
1679;un douanier;en tulltjänsteman;
1679;douanier;tull-;
1680;domestique;hushålls-, hem-, hus-;
1680;un, une doméstique;en tjänare, en betjänt;
1681;une flamme;en (eld)flamma;
1681;enflammer;antända;
1682;brusquement;abrupt, plötsligt;
1682;brusque;abrupt, plötslig;
1683;coïncider;sammanfalla;
1683;une coïncidence;ett sammanträffande, en tillfällighet;
1684;une alerte;ett larm, en varning;
1684;alerter;varna;
1685;un ange;en ängel;
1686;guérir;"bota; tillfriskna";
1686;une guérison;ett tillfrisknande;
1687;un certificat;ett certifikat;
1687;certifier;"försäkra; intyga";
1688;contaminer;smitta;
1688;une contamination;en smitta;
1689;une pénurie;en brist;
1690;une planche;"en bräda; en planka";
1690;un plancher;ett golv;
1690;plancher;"bli förhörd; ha prov";
1691;une fiction;en fiktion;
1691;fictif;fiktiv;
1691;fictionnel;fiktiv;
1692;handicapé;handikappad;
1692;un handicap;ett handikapp;
1692;handicaper;försvåra;
1693;se débrouiller;klara sig;
1694;virer;"kasta ut; ge sparken";
1694;un virage;"en kurva; en sväng";
1694;un revirement;en vändning, en omsvängning;
1695;perturber;störa;
1695;une perturbation;en störning;
1695;perturbateur;störande;
1695;un perturbateur;"ett störande element; en bråkstake";
1696;une répercussion;en återverkning, en konsekvens;
1696;répercuter;"återkasta; reflektera";
1697;un oncle;"en farbror; en morbror";
1698;un culte;en kult, en högaktning;
1699;un, une gosse;ett barn;
1700;un carburant;ett bränsle;
1701;un canon;en kanon;
1702;abolir;avskaffa;
1702;une abolition;ett avskaffande;
1703;une pâte;"en deg; en pasta";
1703;un pâté;en pastej;
1704;une ruine;en ruin;
1704;ruiner;"ruinera; förstöra";
1705;percer;borra hål i;
1705;une percée;en öppning, ett hål;
1706;un pot;en kruka;
1707;une impulsion;en impuls;
1707;impulsif;impulsiv;
1708;un fossé;ett dike;
1708;une fosse;en grop;
1709;implanter;starta, etablera;
1709;une implantation;en introduktion, ett införande;
1709;un implant;ett implantat;
1710;crever;"spricka, gå sönder; dö";
1711;un, une ex;ett ex, en före detta;
1712;un studio;"en studio; en enrummare";
1713;prescrire;föreskriva;
1713;une prescription;"en föreskrift; en ordination";
1714;exhorter;uppmana;
1715;une tribu;en (folk)stam;
1715;tribal;stam-;
1716;apaiser;lugna;
1716;un apaisement;"ett lugnande; ett stillande";
1717;paralyser;paralysera, förlama;
1717;une paralysie;en paralysering;
1718;impératif;nödvändig;
1719;un charme;"en förtrollning; en charm";
1719;charmant;charmant, charmerande;
1719;charmer;charma;
1720;un atout;en trumf;
1721;balayer;sopa;
1721;un balai;en sopkvast;
1722;un cauchemar;en mardröm;
1723;s'abstenir;avstå;
1723;une abstention;ett avstående;
1724;expulser;kasta ut;
1724;une expulsion;"ett utdrivande; en utkastning";
1725;activement;aktivt;
1725;activer;"skynda på; aktivera";
1725;désactiver;avaktivera;
1725;réactiver;reaktivera;
1726;un décor;"en utsmyckning; en dekor";
1726;une décoration;"en utsmyckning; en inredning";
1726;décorer;utsmycka, dekorera;
1727;une couronne;en krona;
1727;couronner;kröna;
1728;une détresse;"ett lidande; en nöd";
1729;un escalier;en trappa;
1730;un néant;ett intet;
1730;anéantir;förinta;
1731;déduire;"dra av; härleda";
1731;une déduction;"ett avdrag; en slutledning";
1732;baptiser;döpa;
1732;un baptême;ett dop;
1732;rebaptiser;döpa om;
1733;incompatible;oförenlig;
1733;compatible;förenlig;
1733;une compatibilité;en förenlighet;
1733;une incompatibilité;en oförenlighet;
1734;bienvenu;välkommen;
1735;un chauffeur;en chaufför;
1736;une synthèse;en syntes;
1736;synthétique;syntetisk;
1737;une conjoncture;en konjunktur;
1738;une baie;en bukt;
1739;un carnet;ett häfte;
1740;un banc;en bänk;
1741;reléguer;förpassa;
1742;un, une architecte;en arkitekt;
1742;une architecture;en arkitektur;
1743;une vedette;"en känd person; en spaningsbåt";
1744;un séminaire;ett seminarium;
1745;nerveux;nervös;
1745;un nerf;en nerv;
1745;énerver;göra nervös, irritera;
1745;une nervosité;en nervositet;
1746;un assaut;ett överfall;
1747;un couteau;en kniv;
1748;arbitraire;godtycklig;
1748;arbitrairement;godtyckligt;
1749;masculin;maskulin;
1749;un masculin;ett maskulinum;
1750;imiter;"efterlikna; härma";
1750;une imitation;en imitation;
1751;embaucher;anställa;
1751;une embauche;en anställning;
1752;primordial;mycket viktig;
1753;sommaire;"kortfattad; summarisk";
1753;un sommaire;"en översikt; en innehållsförteckning";
1754;un manteau;"en rock; en kappa";
1755;décliner;avslå;
1755;un déclin;en nedgång;
1756;un rideau;en gardin;
1757;piquer;sticka;
1757;un pic;"en (bergs)topp; hacka; en hackspett";
1757;un piquet;en stör, en pinne;
1757;piquant;"stickande; stark; vass; ironisk";
1757;une pique;en spets;
1758;une assiette;"en församling; ett möte";
1759;gigantesque;jättelik, gigantisk;
1760;un rival;en rival;
1760;une rivalité;en rivalitet;
1760;rivaliser;tävla, rivalisera;
1761;une expédition;"ett avsändande; en försändelse; en expedition";
1761;expédier;skicka, sända;
1762;un lieutenant;en löjtnant;
1763;apte;kapabel;
1763;une aptitude;en förmåga;
1764;dépêcher;sända;
1764;une dépêche;ett telegram;
1765;démentir;dementera, förneka;
1765;un démenti;en dementi;
1765;dément;vansinnig, galen;
1766;une envergure;"ett omfång; en ambition";
1767;externe;extern;
1768;un hôte;en värd;
1769;un tapis;en matta;
1770;une corde;"ett rep; ett snöre; en lina; en sträng";
1771;rationnel;rationell;
1771;irrationnel;irrationell;
1771;une rationalisation;en rationalisering;
1771;une rationalité;en rationalitet;
1771;rationaliser;rationalisera;
1772;divin;gudomlig;
1772;une divinité;en gudomlighet;
1773;épais;tjock;
1773;un épaisseur;en tjocklek;
1773;épaissir;göra tjock;
1774;une boutique;en butik, en affär;
1775;récolter;skörda;
1775;une récolte;en skörd;
1776;explicite;uttrycklig;
1776;explicitement;explicit;
1776;expliciter;förtydliga;
1777;un comté;ett område, ett landskap, en region;
1777;un comte;en greve;
1778;un quota;en kvot;
1779;une allocation;ett bidrag;
1779;allouer;fördela;
1780;une spéculation;en spekulation;
1780;spéculatif;spekulativ;
1780;spéculer;spekulera;
1780;un spéculateur;en spekulant;
1781;une prospérité;ett överflöd;
1781;prospérer;lyckas, blomstra;
1781;prospère;framgångsrik, blomstrande;
1782;une ambiguïté;en tvetydighet;
1782;ambigu;tvetydig;
1783;bourgeois;borgerlig;
1783;une bourgeoisie;en borgerlighet;
1784;obscur;"mörk; dunkel; hemlig";
1784;une obscurité;"ett mörker; ett dunkel";
1784;obscurcir;mörka;
1785;flou;suddig, vag;
1786;torturer;tortera;
1786;une torture;en tortyr;
1787;un carton;en kartong;
1788;effrayer;skrämma;
1788;effroyable;"förskräcklig; fasansfull";
1788;effrayant;skrämmande;
1788;un effroi;en skräck;
1789;une pitié;ett medlidande;
1789;impitoyable;obarmhärtig;
1789;pitoyable;"ömkansvärd; beklagansvärd";
1790;un noyau;en kärna;
1791;brandir;vifta;
1792;timide;blyg;
1792;intimider;störa, skrämma;
1792;une intimidation;en skrämsel, ett hot;
1792;une timidité;en blyghet;
1792;timidement;blygt;
1793;précaire;"osäker; bekymmersam";
1793;une précarité;"en osäkerhet; en otrygghet";
1794;un trône;en tron;
1794;trôner;trona;
1795;insulter;förolämpa;
1795;une insulte;en förolämpning;
1796;une galerie;"ett galleri; en täckt gång";
1797;un aménagement;"en inredning; en planering";
1797;aménager;inreda;
1798;un char;"en vagn; en stridsvagn, en tank";
1799;masquer;"maskera; klä ut";
1799;un masque;en mask;
1799;démasquer;avslöja;
1800;prôner;förorda;
1801;ultérieur;senare;
1801;ultérieurement;senare;
1802;rectifier;rätta till, korrigera;
1802;une rectification;en rättelse;
1802;rectificatif;rättande;
1802;un rectificatif;en rättelse;
1803;le tennis;tennis;
1804;une avenue;en aveny;
1805;une vengeance;en hämnd;
1805;venger;hämnas;
1806;vierge;"jungfrulig; oanvänd";
1806;une vierge;en jungfru, en oskuld;
1807;un meuble;en möbel;
1807;meubler;möblera;
1808;une confession;ett erkännande;
1808;confessionnel;konfessionell, tros-;
1808;confesser;erkänna;
1809;une dégradation;en förstörelse;
1809;dégrader;degradera, förstöra;
1810;un agenda;"en kalender; en almanacka";
1811;un phare;en fyr, en lykta;
1812;virtuel;virtuell;
1813;nettoyer;"rengöra; städa";
1813;un nettoyage;"en rengöring; enstädning";
1814;un diagnostic;en diagnos;
1814;diagnostiquer;ställa diagnos på;
1815;une étiquette;en etikett;
1815;étiqueter;sätta etikett på;
1816;une tante;"en moster; en faster";
1817;une chemise;en skjorta;
1818;une pile;en hög;
1818;empiler;samla, lägga på hög;
1819;un kilo;ett kilo;
1820;attester;bekräfta;
1821;prestigieux;prestigefull;
